岗位名称,类别,职位名称,所属地,专业学科,学历要求,岗位描述
c/c++研发工程师,正式,C/C++开发工程师,济南市,数学类,本科及以上,1.统招本科以上学历，计算机相关专业，有扎实的计算机知识基础，一年以上Linux开发经验，特别优秀者可放开；2.熟练使用C/C++开发，基础扎实，有良好的编程习惯；3.逻辑思维能力强，工作踏实认真，有责任心，技术上追求卓越，良好的沟通和团队协作意识；4.有以下方面经验者优先：（1）有网络准入产品相关工作经验者优先；（2）有网络安全，防APT攻击产品开发经验者优先；（3）熟悉TCP/IP等主要网络协议；熟悉路由交换，防火墙，网络准入等基本原理；（4）有同行业工作经验者优先。
,正式,C/C++开发工程师,济南市,数学与应用数学,本科及以上,1.统招本科以上学历，计算机相关专业，有扎实的计算机知识基础，一年以上Linux开发经验，特别优秀者可放开；2.熟练使用C/C++开发，基础扎实，有良好的编程习惯；3.逻辑思维能力强，工作踏实认真，有责任心，技术上追求卓越，良好的沟通和团队协作意识；4.有以下方面经验者优先：（1）有网络准入产品相关工作经验者优先；（2）有网络安全，防APT攻击产品开发经验者优先；（3）熟悉TCP/IP等主要网络协议；熟悉路由交换，防火墙，网络准入等基本原理；（4）有同行业工作经验者优先。
,正式,C/C++开发工程师,济南市,信息与计算科学,本科及以上,1.统招本科以上学历，计算机相关专业，有扎实的计算机知识基础，一年以上Linux开发经验，特别优秀者可放开；2.熟练使用C/C++开发，基础扎实，有良好的编程习惯；3.逻辑思维能力强，工作踏实认真，有责任心，技术上追求卓越，良好的沟通和团队协作意识；4.有以下方面经验者优先：（1）有网络准入产品相关工作经验者优先；（2）有网络安全，防APT攻击产品开发经验者优先；（3）熟悉TCP/IP等主要网络协议；熟悉路由交换，防火墙，网络准入等基本原理；（4）有同行业工作经验者优先。
,正式,C/C++开发工程师,济南市,数理基础科学,本科及以上,1.统招本科以上学历，计算机相关专业，有扎实的计算机知识基础，一年以上Linux开发经验，特别优秀者可放开；2.熟练使用C/C++开发，基础扎实，有良好的编程习惯；3.逻辑思维能力强，工作踏实认真，有责任心，技术上追求卓越，良好的沟通和团队协作意识；4.有以下方面经验者优先：（1）有网络准入产品相关工作经验者优先；（2）有网络安全，防APT攻击产品开发经验者优先；（3）熟悉TCP/IP等主要网络协议；熟悉路由交换，防火墙，网络准入等基本原理；（4）有同行业工作经验者优先。
,正式,C/C++开发工程师,济南市,数据计算及应用,本科及以上,1.统招本科以上学历，计算机相关专业，有扎实的计算机知识基础，一年以上Linux开发经验，特别优秀者可放开；2.熟练使用C/C++开发，基础扎实，有良好的编程习惯；3.逻辑思维能力强，工作踏实认真，有责任心，技术上追求卓越，良好的沟通和团队协作意识；4.有以下方面经验者优先：（1）有网络准入产品相关工作经验者优先；（2）有网络安全，防APT攻击产品开发经验者优先；（3）熟悉TCP/IP等主要网络协议；熟悉路由交换，防火墙，网络准入等基本原理；（4）有同行业工作经验者优先。
Web前端工程师,正式,Web前端开发,济南市,数学类,本科及以上,1.统招本科以上学历，有前端开发经验；2.精通HTML、CSS、JavaScript、Ajax等网页制作技术、页面架构和布局；3.熟练掌握HTML5、CSS3、JavaScript最新API，并灵活运用到项目中，有响应式页面开发经验；4.熟练掌握Vue、React、AngularJS等主流前端框架之一进行开发，熟悉设计思想，具备独立开发组件能力；
,正式,Web前端开发,济南市,数学与应用数学,本科及以上,1.统招本科以上学历，有前端开发经验；2.精通HTML、CSS、JavaScript、Ajax等网页制作技术、页面架构和布局；3.熟练掌握HTML5、CSS3、JavaScript最新API，并灵活运用到项目中，有响应式页面开发经验；4.熟练掌握Vue、React、AngularJS等主流前端框架之一进行开发，熟悉设计思想，具备独立开发组件能力；
,正式,Web前端开发,济南市,信息与计算科学,本科及以上,1.统招本科以上学历，有前端开发经验；2.精通HTML、CSS、JavaScript、Ajax等网页制作技术、页面架构和布局；3.熟练掌握HTML5、CSS3、JavaScript最新API，并灵活运用到项目中，有响应式页面开发经验；4.熟练掌握Vue、React、AngularJS等主流前端框架之一进行开发，熟悉设计思想，具备独立开发组件能力；
,正式,Web前端开发,济南市,数理基础科学,本科及以上,1.统招本科以上学历，有前端开发经验；2.精通HTML、CSS、JavaScript、Ajax等网页制作技术、页面架构和布局；3.熟练掌握HTML5、CSS3、JavaScript最新API，并灵活运用到项目中，有响应式页面开发经验；4.熟练掌握Vue、React、AngularJS等主流前端框架之一进行开发，熟悉设计思想，具备独立开发组件能力；
,正式,Web前端开发,济南市,数据计算及应用,本科及以上,1.统招本科以上学历，有前端开发经验；2.精通HTML、CSS、JavaScript、Ajax等网页制作技术、页面架构和布局；3.熟练掌握HTML5、CSS3、JavaScript最新API，并灵活运用到项目中，有响应式页面开发经验；4.熟练掌握Vue、React、AngularJS等主流前端框架之一进行开发，熟悉设计思想，具备独立开发组件能力；
人资行政专员,正式,人事助理,济南市,人力资源管理,本科及以上,1. 统招本科以上学历，具有人资六大板块的理论知识且有较好的基础；2. 协调沟通能力强，文字表达能力，具备策划、组织和协调能力；3. 勤恳好学，谦虚待人。4.党员或者预备党员优先。
售后网络工程师（交付）,正式,售前/售后技术支持工程师,济南市,电子信息工程,本科及以上,1.统招本科以上学历，计算机网络相关专业；2. 熟悉路由交换设备，参加过系统学习，通过HCNA、HCNP认证或达到同等水平，具有网络系统实施、维护经验，熟悉政府机关网络结构优先；3. 熟悉H3C、华为、锐捷等交换机、路由器等设备，具有网络系统实施、维护经验，熟悉政府机关网络结构；4. 熟悉各种操作系统，如：FreeBSD，Linux，Windows等；参加过系统学习，通过RHCSA认证或达到同等水平；5. 能熟练配置主流防火墙、网闸、VPN、上网行为、WAF、堡垒机等安全设备；6. 具有熟练的文档处理能力，包括Word、PPT、VISIO等，有同行业工作经验者优先。
,正式,售前/售后技术支持工程师,济南市,通信工程,本科及以上,1.统招本科以上学历，计算机网络相关专业；2. 熟悉路由交换设备，参加过系统学习，通过HCNA、HCNP认证或达到同等水平，具有网络系统实施、维护经验，熟悉政府机关网络结构优先；3. 熟悉H3C、华为、锐捷等交换机、路由器等设备，具有网络系统实施、维护经验，熟悉政府机关网络结构；4. 熟悉各种操作系统，如：FreeBSD，Linux，Windows等；参加过系统学习，通过RHCSA认证或达到同等水平；5. 能熟练配置主流防火墙、网闸、VPN、上网行为、WAF、堡垒机等安全设备；6. 具有熟练的文档处理能力，包括Word、PPT、VISIO等，有同行业工作经验者优先。
,正式,售前/售后技术支持工程师,济南市,信息工程,本科及以上,1.统招本科以上学历，计算机网络相关专业；2. 熟悉路由交换设备，参加过系统学习，通过HCNA、HCNP认证或达到同等水平，具有网络系统实施、维护经验，熟悉政府机关网络结构优先；3. 熟悉H3C、华为、锐捷等交换机、路由器等设备，具有网络系统实施、维护经验，熟悉政府机关网络结构；4. 熟悉各种操作系统，如：FreeBSD，Linux，Windows等；参加过系统学习，通过RHCSA认证或达到同等水平；5. 能熟练配置主流防火墙、网闸、VPN、上网行为、WAF、堡垒机等安全设备；6. 具有熟练的文档处理能力，包括Word、PPT、VISIO等，有同行业工作经验者优先。
,正式,售前/售后技术支持工程师,济南市,计算机科学与技术,本科及以上,1.统招本科以上学历，计算机网络相关专业；2. 熟悉路由交换设备，参加过系统学习，通过HCNA、HCNP认证或达到同等水平，具有网络系统实施、维护经验，熟悉政府机关网络结构优先；3. 熟悉H3C、华为、锐捷等交换机、路由器等设备，具有网络系统实施、维护经验，熟悉政府机关网络结构；4. 熟悉各种操作系统，如：FreeBSD，Linux，Windows等；参加过系统学习，通过RHCSA认证或达到同等水平；5. 能熟练配置主流防火墙、网闸、VPN、上网行为、WAF、堡垒机等安全设备；6. 具有熟练的文档处理能力，包括Word、PPT、VISIO等，有同行业工作经验者优先。
,正式,售前/售后技术支持工程师,济南市,网络工程,本科及以上,1.统招本科以上学历，计算机网络相关专业；2. 熟悉路由交换设备，参加过系统学习，通过HCNA、HCNP认证或达到同等水平，具有网络系统实施、维护经验，熟悉政府机关网络结构优先；3. 熟悉H3C、华为、锐捷等交换机、路由器等设备，具有网络系统实施、维护经验，熟悉政府机关网络结构；4. 熟悉各种操作系统，如：FreeBSD，Linux，Windows等；参加过系统学习，通过RHCSA认证或达到同等水平；5. 能熟练配置主流防火墙、网闸、VPN、上网行为、WAF、堡垒机等安全设备；6. 具有熟练的文档处理能力，包括Word、PPT、VISIO等，有同行业工作经验者优先。
